Santa Catarina | Todos os Munic&iacute;pios
Munic&iacute;pio [-],C&oacute;digo [-],Gent&iacute;lico [-],Prefeito [2025],&Aacute;rea Territorial - km&sup2; [2024],Popula&ccedil;&atilde;o no &uacute;ltimo censo - pessoas [2022],Densidade demogr&aacute;fica - hab/km&sup2; [2022],Popula&ccedil;&atilde;o estimada - pessoas [2024],Escolariza&ccedil;&atilde;o &lt;span&gt;6 a 14 anos&lt;/span&gt; - % [2010],IDHM &lt;span&gt;&Iacute;ndice de desenvolvimento humano municipal&lt;/span&gt; [2010],Mortalidade infantil - &oacute;bitos por mil nascidos vivos [2023],Total de receitas brutas realizadas - R$ [2024],Total de despesas brutas empenhadas - R$ [2024],PIB per capita - R$ [2021],
Corup&aacute;,4204509,corupaense,EDDY EDGARD EIPPER,405.761,15267,37.63,15781,99.1,0.780,-,115372366.28,103897547.11,48927.49,
Correia Pinto,4204558,correia-pintense,LUCIA RAQUEL RODRIGUES ORTIZ,647.388,15727,24.29,16163,97.3,0.702,4.95,115576500.52,99138045.38,48011.32,
Crici&uacute;ma,4204608,criciumense,VAGNER ESPINDOLA RODRIGUES,234.794,214493,913.26,225281,98.5,0.788,8.34,1419845438.19,1319547247.05,45871.13,
Cunha Por&atilde;,4204707,cunha-porense,LUZIA ILIANE VACARIN,220.099,10953,49.76,11208,99.3,0.742,-,100080220.04,77028615.95,83184.26,
Cunhata&iacute;,4204756,cunhataiense,DIRCEU HOSS,54.811,1968,35.91,2018,100,0.754,-,37811057.41,32965863.46,33782.2,
Curitibanos,4204806,curitibanense,KLEBERSON LUCIANO LIMA,949.994,40045,42.16,41512,97.7,0.721,10.34,245018510.41,224576416.59,46834.52,
Descanso,4204905,descansense,JULIANO JUNIOR KASPER,287.057,8530,29.72,8660,99.2,0.743,10.2,63437540.84,54752632.51,36746.79,
Dion&iacute;sio Cerqueira,4205001,cerqueirense,BIANCA MOREIRA MARAN BERTAMONI,378.843,15008,39.62,15294,96.6,0.706,4.78,112857502.32,110781228.68,40805.41,
Dona Emma,4205100,donemense,ELLEN SIGRID SCHUENKE,178.157,4221,23.69,4388,98.1,0.742,-,44732256.72,40576751.94,39232.06,
Doutor Pedrinho,4205159,pedrinhense,GELEADE GADIEL WOLLERT,374.205,3637,9.72,3719,98.4,0.716,-,40856857.05,36538813.33,42194.15,
Entre Rios,4205175,entrerriense,EVANDRO ANTONIO DOS PASSOS,103.838,3402,32.75,3525,97.3,0.657,-,36254712.49,32908763.8,18989.84,
Ermo,4205191,ermense,PAULO DELLA VECCHIA,65.311,2269,34.74,2349,97.9,0.726,-,47956106.34,40430277.58,85741.16,
Erval Velho,4205209,ervalhense,LENITA DADALT FONTANA,208.841,4885,23.39,5081,97.5,0.723,35.71,50818838.46,43886071.15,41403.62,
Faxinal dos Guedes,4205308,faxinalense,JADER ADRIEL DANIELLI,340.070,11192,32.91,11486,97.4,0.758,11.9,102149665.12,92774532.6,71337.18,
Flor do Sert&atilde;o,4205357,flor-sertanense,VALDEMAR GRANDO,58.457,1783,30.50,1850,99.1,0.708,45.45,36008237,29527515.01,40808.13,
Florian&oacute;polis,4205407,florianopolitano,TOPAZIO SILVEIRA NETO,674.844,537211,796.05,576361,98.4,0.847,6.54,3823377666.5,3837714148.01,45602.98,
Formosa do Sul,4205431,formoense do sul,DOVALDO PALMORIO,100.408,2682,26.71,2743,98.9,0.715,28.57,37762562.35,32061404,31692.37,
Forquilhinha,4205456,forquilhinhense,JOS&Eacute; CLAUDIO GON&Ccedil;ALVES,183.351,31431,171.43,33929,98.3,0.753,12.27,250824562.37,233381843,44327.22,
Fraiburgo,4205506,fraiburgense,WILSON RIBEIRO CARDOSO JUNIOR,549.188,33481,60.96,34148,98.1,0.731,10.04,249397812.98,226276148.77,34677.27,
Frei Rog&eacute;rio,4205555,frei rogeriense,IVO JOS&Eacute; MAZZUCO,158.775,2411,15.19,2442,100,0.682,-,37046731.39,29813261.03,53228.76,
Galv&atilde;o,4205605,galv&atilde;oense,HILARIO JOS&Eacute; ROSIAK,139.836,3210,22.96,3200,97.9,0.708,-,46693257.71,44344262.32,36868.88,
Garopaba,4205704,garopabense,JUNIOR DE ABREU BENTO,114.773,29959,261.03,32962,99.6,0.753,2.76,240138745.92,198882365.88,32120.12,
Garuva,4205803,garuvense,PLOTINO DE BITENCOURT,503.595,18545,36.83,19554,98,0.725,4.44,180948453.53,156210522.92,108052.68,
Gaspar,4205902,gasparense,PAULO NORBERTO KOERICH,386.599,72570,187.71,76982,97.3,0.765,8.88,483646121.51,465923729.64,57793.4,
Governador Celso Ramos,4206009,gancheiro,MARCOS HENRIQUE DA SILVA,127.556,16915,132.61,17920,97.9,0.747,13.76,199191616.8,200890063.07,30505.62,
Gr&atilde;o-Par&aacute;,4206108,gr&atilde;o-paraense,HELIO ALBERTON JUNIOR,334.362,6277,18.77,6397,98.2,0.736,12.99,72497365.31,55481860.09,49711.35,
Gravatal,4206207,gravatalense,CLEINILS RODRIGUES DA SILVA,165.718,12435,75.04,12989,98,0.757,37.74,76131239.96,68467880.5,33232.99,
Guabiruba,4206306,guabirubense,VALMIR ZIRKE,172.173,24543,142.55,26082,97.6,0.754,12.82,157839172.3,134970849.91,50664.89,
Guaraciaba,4206405,guaraciabense,DOMINGOS MARCON,331.766,10796,32.54,11040,99.4,0.751,-,80190248.19,75602504.77,45623.37,
Guaramirim,4206504,guaramirense,ADRIANO MARCEL ZIMMERMANN,267.514,46711,174.61,49941,96.7,0.751,5.77,366914652.05,305628496.85,53769.65,
Guaruj&aacute; do Sul,4206603,guarujaense,ELIANE APARECIDA DE SOUZA FANTON,100.630,4829,47.99,4899,98.2,0.730,-,50118856.44,44644275.59,38980.39,
Guatamb&uacute;,4206652,guatambuense,LUIZ ANDRE SPEROTTO,206.196,8425,40.86,9267,98.8,0.717,7.09,71712225.67,75849693.68,75652.73,
Herval d'Oeste,4206702,hervalense,RONALDO LOREN&Ccedil;O DA ROSA,216.581,21724,100.30,22173,97.4,0.758,16.72,147869085.46,136356772.82,27341.12,
Ibiam,4206751,ibianense,CAMILO CEZAR MINOSSO GATTI,146.009,2008,13.75,2055,100,0.725,-,40634306.24,35254516.7,38731.28,
Ibicar&eacute;,4206801,ibicareense,ROBERTO SERGIO BESEN,156.231,3269,20.90,3304,98.4,0.708,-,47635829.24,38020270.2,46101.95,
Ibirama,4206900,ibiramense,DU&Iacute;LIO GEHRKE,247.102,19862,80.38,20663,98.8,0.737,4.12,125070618.41,108136674.54,31141.54,
I&ccedil;ara,4207007,i&ccedil;arense,DALVANIA PEREIRA CARDOSO,230.487,59035,256.24,62455,96.4,0.741,6.44,383206393.97,347109494.9,60654.48,
Ilhota,4207106,ilhotense,JOEL JOSE SOARES,253.024,17046,67.37,18197,97,0.738,17.39,140135301.71,130765086.16,83624.84,
Imaru&iacute;,4207205,imaruense,PATRICK CORREA,542.238,11881,21.91,12127,97.5,0.667,8.77,68944210.62,60932885.19,25889.78,
Imbituba,4207304,imbitubense,MICHELL NUNES,181.577,52579,289.57,56107,99.1,0.765,1.58,311293726.51,290850297.14,54744.62,
Imbuia,4207403,imbuiense,ANTONIO OSCAR LAURINDO,119.113,5982,50.22,6139,99.7,0.713,26.67,48196365.95,40999932.07,41481.11,
Indaial,4207502,indaialense,SILVIO C&Eacute;SAR DA SILVA,430.799,71549,166.08,76333,98.1,0.777,14.18,582320173.35,539259402.44,50804.13,
Iomer&ecirc;,4207577,iomerense,LUCI PERETTI,113.986,2877,25.24,2953,100,0.795,32.26,48051450.19,39016306.65,76457.16,
Ipira,4207601,ipirense,MARCELO BALDISSERA,156.187,4578,29.41,4635,99.5,0.736,-,38809989.35,40833561.24,24529.33,
Ipor&atilde; do Oeste,4207650,ipor&atilde;-oestino,MICHEL NEDEL BARTH,201.118,9335,46.45,9672,98.8,0.759,-,72352273.23,65244938.56,41930.24,
Ipua&ccedil;u,4207684,ipua&ccedil;uense,NELSON BRISOLA,261.130,7730,29.61,8046,95.7,0.660,29.63,69070297.36,55682403.29,42060.38,
Ipumirim,4207700,ipumiriense,VALDIR ZANELLA,246.115,7816,31.78,8065,99.7,0.738,9.26,70425211.08,60842418.54,60897.95,
Iraceminha,4207759,iraceminhense,ROBERTO FORESTI,165.147,3986,24.14,4005,98.9,0.722,23.26,50256833.27,42986513.05,34297.27,
Irani,4207809,iraniense,VANDERLEI CANCI,325.862,10195,31.29,10497,98.2,0.742,13.7,80171417.51,71407444.19,26727.48,
Irati,4207858,iratiense,ODIRLEI CARLOS BERGAMASCHI,77.912,2069,26.56,2100,97.8,0.707,-,36207487.07,30903529.37,30001.45,
Irine&oacute;polis,4207908,irineopolitense,JULIANO POZZI PEREIRA,589.698,10285,17.44,10437,97.5,0.699,-,88473800.24,76744488.1,40421.58,
It&aacute;,4208005,itaense,CLEMOR ANTONIO BATTISTI,166.265,7067,42.50,7310,98.4,0.771,33.71,101662884.79,90321812.3,66440.04,
Itai&oacute;polis,4208104,itaiopolense,IVAN RECH,1297.543,22051,16.99,22741,97.3,0.708,14.49,138917085.08,121055256.55,47859.71,
Itaja&iacute;,4208203,itajaiense,ROBISON JOS&Eacute; COELHO,289.215,264054,913.00,287289,97.9,0.795,11.8,3214985424.64,2833080170.97,210729.12,
Itapema,4208302,itapemense,CARLOS ALEXANDRE DE SOUZA RIBEIRO,58.210,75940,1304.59,83330,98,0.796,7.99,687125064.66,652455476.34,41670.53,
Itapiranga,4208401,itapiranguense,ALEXANDRE GOMES RIBAS,281.782,16638,59.05,17149,99.8,0.775,24.15,158079863.64,137184117.72,62122.97,
Itapo&aacute;,4208450,itapoaense,JEFERSON RUBENS GARCIA,245.394,30750,125.31,34546,98.7,0.761,15.67,368405163.19,327204651.39,77581.19,
Ituporanga,4208500,ituporanguense,GEISON KURTZ,336.588,26525,78.81,28042,98,0.748,12.25,168493831.83,148795977.97,54630.43,
Jabor&aacute;,4208609,jaboraense,CLEVSON RODRIGO FREITAS,182.483,4310,23.62,4435,99.6,0.732,18.52,51926178.83,50475471.71,46508.96,
Jacinto Machado,4208708,jacinto-machadense,SANDER JUST,430.704,10624,24.67,10813,98.3,0.716,7.58,73557938.03,64655840.11,51246.68,
Jaguaruna,4208807,jaguarunense,LAERTE SILVA DOS SANTOS,326.362,20375,62.43,21284,97.3,0.721,-,137468335.31,117266571.57,41458.46,
Jaragu&aacute; do Sul,4208906,jaraguaense,JOS&Eacute; JAIR FRANZNER,530.818,182660,344.06,195753,98.3,0.803,10.16,1497760648.17,1464814467.81,65295.54,
Jardin&oacute;polis,4208955,jardinopolense,SADI GOMES FERREIRA,68.499,1776,25.93,1808,100,0.709,-,34974402.03,27096631.02,44286.54,
Joa&ccedil;aba,4209003,joa&ccedil;abense,VILSON SARTORI,241.637,30146,124.76,31509,99.8,0.827,5.38,323373548.59,318182363.31,77597.18,
Joinville,4209102,joinvilense,ADRIANO BORNSCHEIN SILVA,1127.837,616317,546.41,654888,97.3,0.809,6.84,4289685570.76,4189511651.39,74531.62,
Jos&eacute; Boiteux,4209151,jos&eacute;-boatense,GEOVANI LUNELLI,405.552,5985,14.76,6307,98.3,0.694,19.8,52671584.22,50690843.63,25993.68,
Jupi&aacute;,4209177,jupiaense,VALDELIRIO LOCATELLI DA CRUZ,91.448,2555,27.94,2675,99.1,0.719,-,36289146.72,29835329.28,42358.08,
Lacerd&oacute;polis,4209201,lacerdopolitano,HILARIO CHIAMOLERA,69.036,2248,32.56,2296,99.6,0.781,-,37240754.66,28706090.51,61277.74,
Lages,4209300,lageano,CARMEN EMILIA BONF&Aacute; ZANOTTO,2637.660,164981,62.55,171609,97.3,0.770,12.32,1042246877.85,961630591.71,41846.27,
Laguna,4209409,lagunense,PETERSON CRIPPA DA SILVA,333.259,42785,128.38,43992,97.7,0.752,6.9,227658220.14,201031278.71,23556.74,
Lajeado Grande,4209458,lajeado grandense,ANDERSON ELIAS BIANCHI,65.348,1702,26.05,1771,96,0.771,-,35500909.38,32468468.75,42366.11,
Laurentino,4209508,laurentinense,AGENOR AVI,79.333,7932,99.98,8427,97.6,0.749,9.62,59088918.14,3469051.79,62169.55,
Lauro M&uuml;ller,4209607,lauro-milense,VALDIR FONTANELLA,271.852,14381,52.90,14622,98.7,0.735,26.85,108978556.28,89637161.07,27226.41,
Lebon R&eacute;gis,4209706,lebon-regense,MARCELO SPAUTZ,941.640,11472,12.18,11605,95.3,0.649,17.65,88286684.06,74524435.84,34381.16,
Leoberto Leal,4209805,leobertense,MAICON SCHEIMANN,293.600,3330,11.34,3381,98.9,0.686,29.41,44346714.6,39016883.12,40465.25,
Lind&oacute;ia do Sul,4209854,lindoiense,FLAVIO LUIZ BENINI,190.171,4549,23.92,4611,98.1,0.743,21.74,53117124.32,50593405.21,33533.32,
Lontras,4209904,lontrense,RUBENS ROBERTO DOS SANTOS,197.586,12873,65.15,13586,98.5,0.704,6.67,91248876.5,85091549.99,37301.37,
Luiz Alves,4210001,luizalvense ou  luiz-alvense,BERTOLINO BACHMANN,260.106,11684,44.92,12126,96.7,0.737,24.39,98759071.12,98147513.19,59391.43,
Luzerna,4210035,luzernense,JULIANO SCHNEIDER,117.099,5794,49.48,5931,99.6,0.789,14.71,56137366.53,51351966.1,51550.66,
Macieira,4210050,macieirense,SIMONE CAMPAGNIM ZANELLA,261.208,1778,6.81,1800,94.1,0.662,-,36190122.67,29202606.5,33661.59,
Mafra,4210100,mafrense,EMERSON MAAS,1404.084,55286,39.38,57023,98.9,0.777,11.14,367002210.66,341401139.55,43817.87,
Major Gercino,4210209,majorense,RODRIGO DOS SANTOS,306.058,3214,10.50,3258,98,0.698,33.33,37139396.36,32973305.71,17931.82,
Major Vieira,4210308,major-vieirense,ALINE DAIANE RUTHES IARENHUK DA SILVA,520.816,7425,14.26,7545,97.8,0.690,11.63,67891515.85,52836147.67,36581.74,
Maracaj&aacute;,4210407,maracajaense,ANIBAL BRAMBILA,62.902,7815,124.24,8213,98.5,0.768,-,80575619.94,70836499.71,36595.2,
Maravilha,4210506,maravilhense,VINICIUS VENTURA,170.339,28251,165.85,30155,97.7,0.781,-,228343128.5,207163683,67792.65,
Marema,4210555,maremense,MAURI DAL BELLO,104.184,2184,20.96,2219,100,0.743,-,41213208.37,32982737.57,57602.29,
Massaranduba,4210605,massarandubense,MOACIR KASMIRSKI,374.459,17162,45.83,17897,98.4,0.774,-,143348940.76,121672325.07,43380.49,
Matos Costa,4210704,matos-costense,DANUZA RODRIGUES,435.391,2761,6.34,2795,98.4,0.657,-,38872973.2,34237361.95,25628.34,
Meleiro,4210803,meleirense,ANDERSON SCARDUELI,186.439,7006,37.58,7127,99.7,0.738,12.82,60767489.77,55246592.68,48697.4,
Mirim Doce,4210852,mirindocense,BERNARDO PERON,337.991,2511,7.43,2554,96.7,0.708,27.78,36248701.31,35312362.91,39625.65,
Modelo,4210902,modelense,BARBARA MILENA GELLER BARON,92.346,4080,44.18,4156,100,0.760,-,49654031.7,43602811.29,40285.25,
Monda&iacute;,4211009,mondaiense,ELIZANDRO MAINARDI,200.276,10066,50.26,10216,96.1,0.748,-,90887981.37,75573096.11,90503.33,
Monte Carlo,4211058,montecarlense,ALCIONE ROBERTO BUYNO,191.278,9117,47.66,9235,98.6,0.643,7.35,66662894.37,62245978.87,23468.47,
Monte Castelo,4211108,monte-castelense,SIRINEU RATOCHINSKI,560.743,7736,13.80,7787,98.4,0.675,8.26,62291702.62,55487405.58,28731.69,
Morro da Fuma&ccedil;a,4211207,fumacense,EDUARDO SARTOR GUOLLO,82.878,18537,223.83,19265,98.1,0.738,16.19,138062392.49,122278278.61,50954.44,
Morro Grande,4211256,morrograndense,CLELIO DANIEL OLIVO,260.143,3010,11.57,3085,100,0.701,-,39269988.83,35710021.52,50318.4,
Navegantes,4211306,navegantino,LIBARDONI LAURO CLAUDINO FRONZA,111.377,86401,775.75,93619,97.4,0.736,16.75,812529141.1,703196319.09,71643.41,
Nova Erechim,4211405,nova-erechinense,IARA CRISTINA PERIN,65.087,5155,79.20,5408,99.5,0.765,-,52134273.75,48614226.35,47845.46,
Nova Itaberaba,4211454,nova itaberadense,MARCIANO MAURO PAGLIARINI,137.069,4536,33.02,4648,98.4,0.736,17.86,49400455.27,42590376.83,43777.23,
Nova Trento,4211504,nova-trentino,MAXILIANO DE OLIVEIRA,402.852,13727,34.07,14252,99.1,0.748,6.13,117817736.54,105471590.81,46066.99,
Nova Veneza,4211603,veneziano,ANGELA MARIANA PANATO GHISLANDI DE MELO,295.063,13664,46.31,13968,99.4,0.768,-,112444530.15,99654285.14,69255.25,
Novo Horizonte,4211652,novo-horizontino,NAUDIR JOSE CADORE,151.722,2643,17.42,2670,100,0.706,-,38790763.63,32516408.33,50649.44,
Orleans,4211702,orleanense,FERNANDO CRUZETTA,549.859,23661,43.03,24474,98.1,0.755,9.55,166033208.58,146518354.26,51296.22,
Otac&iacute;lio Costa,4211751,otaciliense,FABIANO BALDESSAR DE SOUZA,847.253,17312,20.43,17780,96,0.740,4.44,156888106.09,136798250.74,51975.52,
Ouro,4211801,ourense,CLAUDIR DUARTE,213.543,7032,32.93,7091,98.8,0.774,-,65402331.08,53299170.36,34837.08,
Ouro Verde,4211850,ouro-verdense,MOACIR MOTTIN,188.568,2181,11.57,2203,98.1,0.695,64.52,38187939.98,33393066.06,62475.82,
Paial,4211876,paialense,ADELMO LUIS BRAATZ,86.048,1927,22.39,1992,100,0.718,-,39148476.24,32370406.85,40380.45,
Painel,4211892,painelense,MARCIO JOS&Eacute; BRANCO DE ANDRADE,738.331,2215,3.00,2228,97.4,0.664,-,40752430.78,28289499.26,36111.89,
Palho&ccedil;a,4211900,palhocense,EDUARDO FRECCIA,394.850,222598,563.75,245477,97.6,0.757,9.31,1291039689.06,1218958743.67,45940.71,
Palma Sola,4212007,palma-solense,MARCIO SANSIGOLO,330.878,7605,22.98,7709,98.7,0.704,38.46,60914183.93,51866736.31,45384.13,
Palmeira,4212056,palmeirense,SANDRO ALEX MASSELAI,289.097,2561,8.86,2640,92.8,0.671,-,43595160.73,41265120.07,70290.94,
Palmitos,4212106,palmitense,GIOVANA GIACOMOLLI,351.051,15626,44.51,15812,99,0.737,11.83,113914520.52,104257879.65,56599.05,
Papanduva,4212205,papanduvense,TAFAREL SCHONS,764.737,19150,25.04,19667,98.1,0.704,25.75,117541314.27,97253971.17,43734.95,
Para&iacute;so,4212239,paraisense,GILBERTO BELEGANTE,180.338,4267,23.66,4376,100,0.700,44.44,40830812.09,34910973.84,43632.07,
Passo de Torres,4212254,passo-torrense / passotorrense,VALMIR AUGUSTO RODRIGUES,92.638,12897,139.22,14284,97.5,0.720,14.93,95949582.6,93214684.36,25600.25,
Passos Maia,4212270,passosmaiense,NEIMAR LUIZ NERVIS,617.092,4034,6.54,4032,96.8,0.659,17.86,47500930.77,43186705.42,43019.07,
Paulo Lopes,4212304,paulo-lopense,FERNANDA RODRIGUES LEITE,446.165,9063,20.31,9661,98.9,0.716,-,70849492.35,61396193.22,32715.7,
Pedras Grandes,4212403,pedras-grandense,AGNALDO FILIPPI,159.892,4245,26.55,4343,98.8,0.728,-,44959021.73,52188287.83,61922.73,
Penha,4212502,penhense,LUIZ AMERICO PEREIRA,57.752,33663,582.89,36124,97.6,0.743,-,244234296.04,243002365.79,30475.02,
Peritiba,4212601,peritibense,PAULO JOS&Eacute; DEITOS,95.632,2992,31.11,3039,98.5,0.766,26.32,46293576.7,40968856.48,44253.39,
Pescaria Brava,4212650,bravense,LUIZ HENRIQUE CASTRO DE SOUZA,106.853,10190,95.36,10531,-,-,-,66796185.92,62655142.83,11680.06,
Petrol&acirc;ndia,4212700,petrolandense,RODRIGO DE SOUZA,306.760,6716,21.89,6942,99.3,0.716,-,54204040.18,50586209.75,38062.83,
Balne&aacute;rio Pi&ccedil;arras,4212809,pi&ccedil;arrense,TIAGO MACIEL BALTT,99.355,27127,273.03,29725,95.5,0.756,5.14,361607148.09,336136922.47,62076.5,
Pinhalzinho,4212908,pinhalense,ALESSANDRO BELTRAME,128.726,21972,170.69,23379,99.2,0.783,9.09,171719770.5,140723956.43,71746.97,
Pinheiro Preto,4213005,pinheiro-pretense,MAURO NEY OSMARIN,61.011,3473,56.92,3598,100,0.777,-,53220471.56,50620080.63,62514.45,
Piratuba,4213104,piratubense,VANDERLEI WEBER,146.088,5769,39.49,6053,99.7,0.758,12.2,83277366.51,74100517.17,220268.82,
Planalto Alegre,4213153,planaltoalegrense,EVANDRO CLEBER BET,63.100,2946,46.69,3053,100,0.751,30.3,38039480.57,33403086.49,48822.21,
Pomerode,4213203,pomerodense,RAFAEL RAMTHUN,214.299,34289,160.01,36392,98.7,0.780,5.62,290231395.04,327153959.6,81195.67,
Ponte Alta,4213302,ponte-altense,EDSON JULIO WOLINGER,575.170,4437,7.71,4430,98.4,0.673,19.61,45233172.47,36926958.25,38051.45,
Ponte Alta do Norte,4213351,norte pontealtense,MICHEL MOREIRA DA SILVA,396.882,3210,8.09,3249,97.9,0.689,-,36878557.62,29097409.35,48636.59,
Ponte Serrada,4213401,ponte-serradense,ADENIR FREITAS,560.731,10649,18.99,10764,98.4,0.693,16.22,74421473.21,71036637.63,24929.88,
Porto Belo,4213500,porto-belense,JOEL ORLANDO LUCINDA,93.673,27688,295.58,30590,97.4,0.760,11.27,382249306.19,333345508.24,65515.91,
Porto Uni&atilde;o,4213609,porto-unionense,JULIANO HASSAN,848.779,32970,38.84,33727,98.2,0.786,10.96,189128432.04,171571341.61,32220.81,
Pouso Redondo,4213708,pouso-redondense,RAFAEL NEITZKE TAMBOZI,356.539,17123,48.03,17836,98.6,0.720,12.24,119778598.33,113107865.6,40021.42,
Praia Grande,4213807,praia-grandense,ELISANDRO PEREIRA MACHADO,284.360,8270,29.08,8602,99,0.718,-,69718742.95,59645129.77,30559.62,
Presidente Castello Branco,4213906,castelinense,NEIVA KLEEMANN TONIELO,65.433,1689,25.81,1711,100,0.770,58.82,37222346.64,28995749.97,49750.06,
Presidente Get&uacute;lio,4214003,getulense,JACI JOS&Eacute; FILLAGRANNA BORTOLON,297.160,20010,67.34,21293,98,0.759,6.92,129677360.84,138131176.07,54804.92,
Presidente Nereu,4214102,nereusense,JIMMI LESKE,224.748,2301,10.24,2345,99.4,0.737,-,33324147.1,25380620.39,27528.44,
Princesa,4214151,princesense,DIANGELE FABIELE KLEIN MARMITT,85.598,2964,34.63,3054,99.3,0.706,20.83,41338798.64,36958626.17,46068.84,
Quilombo,4214201,quilombense,JAKSOM NATAL CASTELLI,278.983,11022,39.51,11359,97.3,0.730,7.19,94606425.29,87650744.45,47332.67,
Rancho Queimado,4214300,rancho-queimadense,TIAGO SCHUTZ,286.461,3279,11.45,3435,98.4,0.753,-,58040637.68,52028918.43,57206.61,
Rio das Antas,4214409,rio-antense,GILVANE APARECIDA DE MORAES,314.913,6253,19.86,6386,97.1,0.697,13.7,70970925.97,68000217.94,46469.64,
Rio do Campo,4214508,rio-campense,VIDAL BALAK,502.095,6452,12.85,6613,99.3,0.729,9.9,62392004.23,58058957.87,36309.6,
Rio do Oeste,4214607,riense-do-oeste,BRUNO PESSATTI,245.057,7747,31.61,8008,97.6,0.754,-,59999719,49541737.96,36560.56,
Rio dos Cedros,4214706,rio-cedrense,JORGE LUIZ STOLF,555.473,10865,19.56,11163,96.4,0.729,15.15,98701811.41,87844824.98,39786.84,
Rio do Sul,4214805,rio-sulense,MANOEL ARISOLI PEREIRA,260.817,72587,278.31,76390,96.5,0.802,6.62,589158168.1,530494721.34,50593.32,
Rio Fortuna,4214904,rio-fortunense,LINDOMAR BALLMANN,302.390,4847,16.03,5006,99,0.806,13.7,50837078.71,44744491.12,65391.05,
Rio Negrinho,4215000,rio-negrinhense,CAIO CESAR TREML,907.420,39261,43.27,40168,97.9,0.738,3.75,339664731.6,302169995.74,37822.98,
Rio Rufino,4215059,rio rufinense,ADEMAR DE BONA SARTOR,282.571,2397,8.48,2432,99.2,0.653,43.48,36111241.18,32199245.2,28204.81,
Riqueza,4215075,riquezense,JULIANO LUIZ BORTOLANZA,191.061,4768,24.96,4835,98.5,0.714,-,44639082.59,35310405.3,32629.64,
Rodeio,4215109,rodeiense,NEI PAULO VENTURI,129.001,12757,98.89,13321,96.5,0.754,7.94,77118766.26,73815933.28,33485.74,
Romel&acirc;ndia,4215208,romelandino,JUAREZ FURTADO,223.333,4823,21.60,4757,97.8,0.692,-,43143052.48,35318836.65,24284.48,
Salete,4215307,saletense,ANADIR KOCH BELLI,177.887,7489,42.10,7643,98.7,0.744,10.31,74098879.29,69035894.06,41456.71,
Saltinho,4215356,saltinhense,EDIMAR NORONHA DE FREITAS,156.568,3632,23.20,3633,98.6,0.654,-,41860460.37,34114991.44,25119.64,
Salto Veloso,4215406,velosoense,NEREU BORGA,104.974,4390,42.00,4486,98.4,0.784,-,58455799.48,49575015.89,55697.51,
Sang&atilde;o,4215455,sang&atilde;oense,CASTILHO SILVANO VIEIRA,82.984,12882,155.23,13567,94.9,0.700,14.56,82576611.13,70193555.05,35541.99,
Santa Cec&iacute;lia,4215505,ceciliense,CARLOS ENRIQUE GARCIA LANGER,1145.716,15546,13.57,15764,96.8,0.698,17.7,119942589.25,102248423.93,38931.54,
Santa Helena,4215554,santaelenense,CLOVIS LAZAROTTO,81.004,2425,29.94,2473,100,0.727,-,37275932.05,30550765.61,47568.58,
Santa Rosa de Lima,4215604,rosa-limense,SIUZETE VANDRESEN BAUMANN,203.218,2088,10.27,2128,97.7,0.757,-,34413295.74,27055124.78,33855.46,
Santa Rosa do Sul,4215653,sul-santarrosense,ALMIDES ROBERG SILVA DA ROSA,150.299,9792,65.15,10288,99.2,0.705,8.77,72512783.04,68927153.53,23706.37,
Santa Terezinha,4215679,terezinhense,VALQUIRIA SCHWARZ,715.551,8066,11.27,8077,97.4,0.669,-,57024672.23,50372988.9,30704.73,
Santa Terezinha do Progresso,4215687,terezinhano,ELISEU ALVES DA SILVA,119.653,2576,21.53,2562,98.5,0.682,51.28,35173777.28,31161755.34,28102.67,
Santiago do Sul,4215695,santiaguense,ALACIR DURANTE,73.335,1651,22.51,1714,99,0.728,-,32754603.54,30165096.09,40030.46,
Santo Amaro da Imperatriz,4215703,santo-amarense,GUSTAVO JOSE DE ABREU,344.235,27272,79.22,29392,99,0.781,3.18,211702527.24,202768515.31,52551.44,
S&atilde;o Bernardino,4215752,bernardinense,DALVIR LUIZ LUDWIG,149.891,2684,17.91,2719,99.4,0.677,-,37528099.93,32938194.06,39373.42,
S&atilde;o Bento do Sul,4215802,s&atilde;o-bentense,ANTONIO JOAQUIM TOMAZINI FILHO,495.002,83277,167.97,86851,97.8,0.782,4.9,699035152.9,609217109.55,54415.88,
S&atilde;o Bonif&aacute;cio,4215901,s&atilde;o-bonifacense,SAULO BUSS,461.438,2946,6.38,2986,98.9,0.731,-,34102820.79,28684426.56,40278.89,
