Paraná | Todos os Municípios
Município [-],Código [-],Gentílico [-],Prefeito [2025],Área Territorial - km² [2024],População no último censo - pessoas [2022],Densidade demográfica - hab/km² [2022],População estimada - pessoas [2024],Escolarização <span>6 a 14 anos</span> - % [2010],IDHM <span>Índice de desenvolvimento humano municipal</span> [2010],Mortalidade infantil - óbitos por mil nascidos vivos [2023],Total de receitas brutas realizadas - R$ [2023],Total de despesas brutas empenhadas - R$ [2023],PIB per capita - R$ [2021],
Mandaguaçu,4114104,mandaguaçuense,JOSE ROBERTO MENDES,294.019,31457,106.99,33752,96.8,0.718,13.7,171174438.96,149523796.25,29426.09,
Mandaguari,4114203,mandaguariense,IVONÉIA DE ANDRADE APARECIDO FURTADO,335.814,36716,109.33,38050,98.7,0.751,2.21,229445147.3,202789788.37,53014.37,
Mandirituba,4114302,mandiritubense,FELIPE CLAUDINO MACHADO,379.179,27439,72.36,28761,94.7,0.655,12.2,164709532.99,146748581.05,23966.47,
Manfrinópolis,4114351,manfrinopolitano,AMARILDO ALVES CARNEIRO,215.779,2770,12.84,2761,98.3,0.645,-,39649412.29,35779736.43,33366.74,
Mangueirinha,4114401,mangueirinhense,LEANDRO DORINI,1055.458,16603,15.73,16764,97.6,0.688,10.49,176737003.46,138833335.3,107007.02,
Manoel Ribas,4114500,manoel-ribense,JOSE CARLOS DA SILVA CORONA,571.135,14240,24.93,14576,95.6,0.716,14.02,103181278.36,92638686.84,39322.07,
Marechal Cândido Rondon,4114609,rondonense,ADRIANO BACKES,745.748,55836,74.87,58140,98.5,0.774,9.43,469953463.23,395385765.54,54115.26,
Maria Helena,4114708,maria-helenense,MARLON RANCER MARQUES,486.224,5865,12.06,5935,97.8,0.703,-,61858128.69,56107148.46,24040.1,
Marialva,4114807,marialvense,FLAVIA CHERONI DA SILVA BRITA,475.493,41851,88.00,44098,99.2,0.735,12.22,296060301.52,249027103.57,73526.3,
Marilândia do Sul,4114906,marilandense,WALMIR PERES,384.424,8677,22.57,8774,98.7,0.691,-,72177029.48,62570640.26,53048.12,
Marilena,4115002,marilenense,CELIO LELIS DA MATA,232.363,7253,31.21,7409,98.5,0.681,10.42,58535781.74,50421286.2,24602.47,
Mariluz,4115101,mariluzense,PAULO ARMANDO DA SILVA ALVES,433.170,9847,22.73,9934,99.1,0.639,8.4,86719666.48,78725062.55,27537.3,
Maringá,4115200,maringaense,SILVIO MAGALHAES BARROS II,487.026,409657,841.16,425983,98.4,0.808,10.82,3205625892.81,2974063957.42,51908.79,
Mariópolis,4115309,mariopolitano,MARIO EDUARDO LOPES PAULEK,230.365,6371,27.66,6475,97.5,0.698,-,83745921.51,74322002.89,66104.97,
Maripá,4115358,maripaense,RODRIGO ANDRE SCHANOSKI,283.793,6555,23.10,6767,99.6,0.758,-,72405980.9,63896439.75,85964.22,
Marmeleiro,4115408,marmeleirense,JANDER LUIZ LOSS,387.612,15901,41.02,16386,98.1,0.722,28.3,110153865.08,92957324.35,44085.52,
Marquinho,4115457,marquinhense,ELIO BOLZON JUNIOR,518.648,4504,8.94,4521,99.4,0.614,34.48,57876698.64,52960864.44,26024.98,
Marumbi,4115507,marumbiense,ELAINE MARIA FERREIRA COSTA,208.470,4699,22.54,4778,97.1,0.721,-,52830094.65,50332675.87,22126.59,
Matelândia,4115606,matelandiense,GABRIEL DA SILVA CADINI,639.208,18450,28.84,19022,98.8,0.725,4.07,180706208.26,143586186.8,60024.71,
Matinhos,4115705,matinhense,EDUARDO ANTONIO DALMORA,117.479,39259,332.99,41416,98.7,0.743,24.67,326821314.21,299026252.12,24992.19,
Mato Rico,4115739,mato-riquense,EDELIR DE JESUS RIBEIRO DA SILVA,394.533,3267,8.28,3237,97.1,0.632,35.71,56404163.84,49842246.57,39211.07,
Mauá da Serra,4115754,mauaense da serra,GIVANILDO LOPES,108.324,9383,86.62,9628,98.6,0.652,7.58,84754438.12,72615374.14,33993.16,
Medianeira,4115804,medianeirense,ANTONIO FRANÇA BENJAMIM,328.732,54369,165.39,57120,98.7,0.763,9.89,354391073.63,306694043.73,52026.64,
Mercedes,4115853,mercedense,LAERTON WEBER,197.136,5931,30.09,6136,99.6,0.740,14.08,73110574.31,59905139.21,49534.82,
Mirador,4115903,miradorense,FABIANO MARCOS DA SILVA TRAVAIN,221.708,2238,10.09,2258,97.2,0.680,-,39378225.73,29714290.27,58094.56,
Miraselva,4116000,miraselvano,JOAO MARCOS FERRER,90.294,1966,21.77,2008,99.6,0.748,-,35602640.29,28971720.39,29302.32,
Missal,4116059,missalense,ADILTO LUIS FERRARI,324.397,11064,34.11,11301,97.5,0.711,-,128148803.74,117265500.25,43570.31,
Moreira Sales,4116109,moreira-salense,LUIZ ANTONIO VOLPATO,353.475,11175,31.59,11137,98.3,0.675,15.15,83978798.4,83355596.77,25586.92,
Morretes,4116208,morretense,SEBASTIÃO BRINDAROLLI JUNIOR,684.580,18309,26.74,18908,96.6,0.686,26.6,114993867.7,98962984.84,23612.37,
Munhoz de Melo,4116307,munhozense,ÁUREO GOMES,137.018,3951,28.84,4045,98.4,0.726,-,54168262.15,48044291.56,33946.78,
Nossa Senhora das Graças,4116406,gracense,CLODOALDO APARECIDO RIGIERI,185.769,3669,19.75,3685,97.1,0.709,-,42824590.14,42323811.75,24826.1,
Nova Aliança do Ivaí,4116505,ivaiense,ULISSES DE SOUZA,131.272,1323,10.08,1327,97.5,0.717,-,30395471.44,25027285.83,33292.16,
Nova América da Colina,4116604,nova-americanense,TANIA CRISTINA DA SILVA BASSO,129.476,3280,25.33,3299,97.8,0.698,27.03,41034374.44,38983584.35,28507.42,
Nova Aurora,4116703,nova-aurorense,JOSE APARECIDO DE PAULA E SOUZA,470.642,13765,29.25,14219,95.8,0.733,-,125801252.02,112218709.68,80918.59,
Nova Cantu,4116802,nova-cantuense,AIRTON ANTONIO AGNOLIN,555.488,6790,12.22,6799,96.8,0.658,-,78708740.75,67985112.52,72116.33,
Nova Esperança,4116901,nova-esperancense,JOAO EDUARDO PASQUINI,401.587,26585,66.20,27142,98.7,0.722,3.44,177103025.37,164825478.68,33612.53,
Nova Esperança do Sudoeste,4116950,novaesperancense,JAIME DA SILVA STANG,208.472,5597,26.85,5744,98.6,0.714,10.75,56591891.46,55312168.97,32869.52,
Nova Fátima,4117008,fatimense,RENATA MONTENEGRO BALAN XAVIER,283.423,7225,25.49,7201,99.3,0.688,-,56826351.92,48130152.14,38786.71,
Nova Laranjeiras,4117057,nova laranjeirense,FABIO ROBERTO DOS SANTOS,1209.313,12074,9.98,12287,95.5,0.642,5.62,80795742.01,73918109.63,26898.21,
Nova Londrina,4117107,nova-londrinense,LUIZ GUSTAVO MAIOR BONO,269.389,12923,47.97,13085,98.6,0.758,6.67,109339860.05,99499750.79,33588.39,
Nova Olímpia,4117206,novaolimpiense,LUIZ LAZARO SORVOS,136.347,5833,42.78,5960,98.8,0.710,15.63,56757587.17,50157923.46,18682.89,
Nova Santa Bárbara,4117214,bárbaraense,CLAUDEMIR VALÉRIO,76.887,4184,54.42,4280,97.6,0.680,23.26,43080970.28,35739779.64,25733.07,
Nova Santa Rosa,4117222,nova-santa-rosense,LARI HITZ,204.665,8322,40.66,8535,99.5,0.731,-,85760784.21,81458596.94,52914.12,
Nova Prata do Iguaçu,4117255,pratense,ELIZETE CAVAZIN,352.565,12699,36.02,13196,97.9,0.716,-,100431267.82,87313528.02,46729.6,
Nova Tebas,4117271,nova-tebense,PEDRO LOURENÇO,545.686,6848,12.55,6870,97.5,0.651,11.36,71362366.38,68833341.82,36140.29,
Novo Itacolomi,4117297,itacolomiense,JOAO PEDRO MAGON,161.411,3125,19.36,3210,97.9,0.710,-,46237165.38,39628256.96,32234.85,
Ortigueira,4117305,ortigueirense,ARY DE OLIVEIRA MATTOS,2429.520,24192,9.96,24627,95.1,0.609,8.4,264264904.97,240537900,125166.19,
Ourizona,4117404,ourizonense,JANILSON MARCOS DONASAN,176.457,3187,18.06,3206,96.9,0.720,-,48699903.37,40540173.37,48701.95,
Ouro Verde do Oeste,4117453,ouro-verdense,LUCIAN ALUISIO DIERINGS,293.042,6785,23.15,7031,98.8,0.709,-,64383484.48,57559477.8,52789.8,
Paiçandu,4117503,paiçanduense,ISMAEL BATISTA,171.379,45962,268.19,48207,97.2,0.716,11.86,196327703.06,177828916.75,25035.43,
Palmas,4117602,palmense,DANIEL RICARDO LANGARO,1559.338,48247,30.97,49891,92.8,0.660,17.65,248816692.47,205815621.74,30790.74,
Palmeira,4117701,palmeirense,ALTAMIR SANSON,1471.296,33855,23.03,34806,95.5,0.718,14.05,260243945.8,244481994.5,48142.63,
Palmital,4117800,palmitalense,ROBERTO CARLOS ROSSI,817.647,13033,15.94,12967,97,0.639,11.76,99983423.66,88571326.14,25939.77,
Palotina,4117909,palotinense,RODRIGO RIBEIRO,651.238,35011,53.76,36623,99.4,0.768,6.02,328907643.36,298211967.29,86939.78,
Paraíso do Norte,4118006,paraisense-do-norte,CARLOS ALBERTO VIZZOTTO,204.564,13245,64.75,13634,97.7,0.746,23.26,94891213.18,92258102.56,26547.42,
Paranacity,4118105,paranacitense,JOSE CLAUDIO BATISTA,348.631,9557,27.41,9597,99,0.717,-,70964233.61,68031432.4,27859.98,
Paranaguá,4118204,parnanguara,ADRIANO RAMOS,822.838,145829,177.23,149819,98,0.750,7.66,1284861375.13,1169939526.74,86717.02,
Paranapoema,4118303,paranapoemense,SIDNEI FRAZATTO,175.875,2398,13.63,2378,98.5,0.709,100,41673793.58,41355693.79,28083.2,
Paranavaí,4118402,paranavaiense,MAURÍCIO GEHLEN,1202.266,92001,76.52,95525,98.7,0.763,14.15,531620523.22,507185886.27,35548.61,
Pato Bragado,4118451,pato bragadense,JOHN JEFERSON WEBER NODARI,135.600,5733,42.28,5939,100,0.747,20.41,97577787.88,79123196.25,42312.81,
Pato Branco,4118501,pato-branquense,GERI NATALINO DUTRA,539.311,91836,170.35,96602,98.7,0.782,9.77,705721876.08,676705164.48,53648.87,
Paula Freitas,4118600,paula-freitense,SEBASTIÃO ALGACIR DALPRA,421.409,5666,13.45,5778,98,0.717,-,61397875.45,52511978.29,74045.21,
Paulo Frontin,4118709,frontinense,IRENEU INACIO ZACHARIAS,363.351,6343,17.46,6369,99.4,0.708,-,62626898.67,55904127.84,53483.78,
Peabiru,4118808,peabiruense,JOSÉ MARCOS GONÇALVES LOPES,468.594,13346,28.48,13496,98,0.723,6.06,105098622.73,95728453.58,32407.58,
Perobal,4118857,perobalense,CRISTIANO CEZAR MERLINI DE ALBUQUERQUE,409.050,7189,17.57,7496,98.1,0.713,8.4,66247120.96,50972240.07,45512.01,
Pérola,4118907,perolense,VALDETE CARLOS OLIVEIRA GONCALVES DA CUNHA,236.186,11878,50.29,12275,99.4,0.700,7.81,103013281.84,109015786.81,31537,
Pérola d'Oeste,4119004,pérolatense,EDSOM LUIZ BAGETTI,205.279,6221,30.31,6235,99.1,0.726,-,57415280.47,50684278.9,38184.61,
Piên,4119103,pienense,MAICON GROSSKOPF,254.792,13655,53.59,14179,97.5,0.694,10,125750338.63,109444849.56,70453.65,
Pinhais,4119152,pinhaense,ROSA MARIA DE JESUS COLOMBO,60.871,127019,2086.76,131199,97.2,0.751,9.11,902100210.63,808718589.02,59079.55,
Pinhalão,4119202,pinhalense ou pinhalãoense,LUIZ EDUARDO DE CASTRO VANZELI,220.625,6566,29.76,6707,99.4,0.697,-,59565366.86,59743592.88,39773.88,
Pinhal de São Bento,4119251,pinhalense,PAULO FALCADE DE OLIVEIRA,97.463,2761,28.33,2819,99.6,0.695,-,37036032.24,32373785.16,29268.85,
Pinhão,4119301,pinhãoense,VALDECIR BIASEBETTI,2002.652,29886,14.93,30472,96,0.654,20.28,222869572.6,197543537.56,54851.08,
Piraí do Sul,4119400,piraiense,HENRIQUE DE OLIVEIRA CARNEIRO,1346.139,23651,17.58,24000,97.5,0.708,6.76,187831706.16,164673567.49,46229,
Piraquara,4119509,piraquarense,MARCUS MAURICIO DE SOUZA TESSEROLLI,227.042,118730,522.94,124934,96.5,0.700,13,561639697.34,504662569.1,13213.37,
Pitanga,4119608,pitanguense,DIRCEU MORAES,1693.402,33567,20.18,34513,99,0.702,7.48,228522177.69,198152835.15,38430.52,
Pitangueiras,4119657,pitangueirense,SAMUEL TEIXEIRA,123.229,3046,24.72,3121,100,0.710,29.41,42334060.76,37088793.29,36948.03,
Planaltina do Paraná,4119707,planaltinense,CELSO MAGGIONI,356.192,4070,11.43,4123,100,0.705,-,46042154.92,34441764.51,24276.36,
Planalto,4119806,planaltense,LUIZ CARLOS BONI,346.241,14374,41.51,14663,99.8,0.706,-,105118831.21,100772806.35,31778.1,
Ponta Grossa,4119905,ponta-grossense,ELIZABETH SILVEIRA SCHMIDT,2053.265,358371,174.41,372562,98.2,0.763,7.78,1752654516.95,1760851129.38,54316.58,
Pontal do Paraná,4119954,pontalense,RUDISNEY GIMENES FILHO,200.830,30425,151.81,32426,97.4,0.738,19.89,230134995.56,238141740.99,22903.26,
Porecatu,4120002,porecatuense,AGAMEMNON AUGUSTO ARAUJO PADUAN,291.663,11624,39.85,11438,96.9,0.738,-,82525526.25,77959621.33,44031.43,
Porto Amazonas,4120101,porto-amazonense,ELIAS JOCID GOMES DA COSTA,186.581,4098,21.96,4099,97.8,0.700,-,49812087.42,47335506.73,33301.6,
Porto Barreiro,4120150,porto barreirense,EMANOEL VANDERLEI VOLFF,361.021,3110,8.61,3078,99.5,0.688,55.56,70450157.49,59809958.02,54269.08,
Porto Rico,4120200,porto-riquense,VALTER BATISTA DOS SANTOS,217.676,3182,14.62,3316,97.1,0.735,16.39,74300192.4,69314434.46,42532.26,
Porto Vitória,4120309,porto-vitoriense,FABIANO JOSÉ GLAAB,213.013,3562,16.72,3549,98,0.685,-,42513541.3,36847953.36,24340.57,
Prado Ferreira,4120333,prado ferreirense,SILVIO ANTONIO DAMACENO,152.876,3709,24.26,3799,97.8,0.710,-,45303210.68,35310543.72,44913.54,
Pranchita,4120358,pranchitano,RONIMAR ELEANDRO SARTOR,226.140,5737,25.37,5833,99.6,0.752,-,65612280.04,57747953.19,65434.42,
Presidente Castelo Branco,4120408,castelo-branquense,JOÃO PERICLES MARTINATI,155.734,4336,27.84,4336,99,0.713,-,49232259.08,41692783.27,27323.94,
Primeiro de Maio,4120507,primaiense,BRUNO EDUARDO SANTA ROSA BAUERMAMM ESTEVAM,414.442,10082,24.33,10121,97.2,0.701,9.52,78901826.62,66251685.16,33335.27,
Prudentópolis,4120606,prudentopolitano,ADELMO LUIZ KLOSOWSKI,2245.850,49393,21.98,50428,97,0.676,9.38,285395012.95,254786014.75,29782.6,
Quarto Centenário,4120655,quarto centenariense,WILSON AKIO ABE,320.779,4201,13.05,4170,98.3,0.710,-,51126272.64,41569517.99,82131.21,
Quatiguá,4120705,quatiguaense,IZILDA GLEICIANY RODRIGUES CARRO,112.689,8099,71.87,8357,99,0.714,36.14,55773382.46,51334058.49,28269.42,
Quatro Barras,4120804,quatro-barrense,LORENO BERNARDO TOLARDO,180.471,24191,134.04,25109,97.1,0.742,12.4,213729979.46,199187760.02,80039.23,
Quatro Pontes,4120853,quatro pontense,CESAR ALEXANDRE SEIDEL,114.393,4480,39.16,4636,99.2,0.791,-,60623973.56,49590497.31,62721.52,
Quedas do Iguaçu,4120903,quedas-iguaçuense,RAFAEL CIRYLLO CHIAPETTI ALVES DE MOURA,821.503,30738,37.42,31405,97.1,0.681,15.45,187967910.99,170880561.73,42255.94,
Querência do Norte,4121000,querenciano,ALEX SANDRO FERNANDES,914.763,10685,11.68,10693,99.1,0.688,8.7,81557127.88,73641396.19,21471.28,
Quinta do Sol,4121109,quinta-solense,LEONARDO LAZZARETTI ROMERO,326.177,5001,15.33,5060,96.1,0.715,14.93,49166503.5,39011746.31,57939.58,
Quitandinha,4121208,quitandinhense,JOSÉ RIBEIRO DE MOURA,447.024,18398,41.16,18823,98.4,0.680,9.43,125282071.12,106154530.21,26262.3,
Ramilândia,4121257,ramilandiense,EDSON DOS SANTOS,237.196,4221,17.80,4293,97.8,0.630,-,44967747.39,41234624.7,25285.9,
Rancho Alegre,4121307,alegrense,FLAVIO HENRIQUE PEREIRA,167.646,3512,20.95,3501,98.3,0.707,-,37214133.11,33612972.64,49378.6,
Rancho Alegre D'Oeste,4121356,rancho alegrense,EVERTON CÁSSIO ZANUTO,241.185,2618,10.85,2638,98.6,0.704,-,40064578.68,38078627.02,90246.03,
Realeza,4121406,realezense,PAULO CEZAR CASARIL,353.416,19247,54.46,19903,97.4,0.722,8.03,134277654.96,130273388.42,43774.47,
Rebouças,4121505,reboucense,LAERCIO ANTONIO CIPRIANO,481.840,14514,30.12,14754,98.3,0.672,9.76,96587851.18,90094170.73,35785.75,
Renascença,4121604,renascenseano,FABIELI MANFREDI,425.273,6845,16.10,6946,97.7,0.733,-,67643571,61965249.27,62394.97,
Reserva,4121703,reservense,LUCAS MACHADO RIBEIRO,1635.535,24573,15.02,24851,96.2,0.618,8.2,158235066.59,141623423.57,28122.36,
Reserva do Iguaçu,4121752,reservense do iguaçu,VITORIO ANTUNES DE PAULA,834.232,6553,7.86,6543,98.3,0.648,10.53,80675119.05,78888290.18,31998.12,
Ribeirão Claro,4121802,ribeirão-clarense,LISANDRO JOSÉ NÉIA BAGGIO,629.224,12364,19.65,12770,98.2,0.716,7.46,91761779.18,88140750.88,36125.48,
Ribeirão do Pinhal,4121901,ribeiro-pinhalense,DARTAGNAN CALIXTO FRAIZ,374.732,13060,34.85,13180,98.5,0.701,6.54,80925224.74,63017578.35,26269.94,
Rio Azul,4122008,rio-azulense,LEANDRO JASINSKI,599.056,14025,23.41,14214,96.2,0.687,-,113161040.21,96332405.38,47275,
Rio Bom,4122107,rio-bonense,MOISÉS JOSÉ DE ANDRADE,177.836,3197,17.98,3223,100,0.729,32.26,42535124.39,41919182.53,33008.65,
Rio Bonito do Iguaçu,4122156,rio bonitense,SEZAR AUGUSTO BOVINO,681.403,13929,20.44,14234,97.6,0.629,10.36,114746368.05,92985158.37,33349.16,
Rio Branco do Ivaí,4122172,riobranquense,PEDRO TABORDA DESPLANCHES,378.050,3808,10.12,3850,97.2,0.640,-,48277843.82,42960024.82,28043.39,
Rio Branco do Sul,4122206,rio-branquense,KARIME FAYAD,811.425,37558,46.29,39307,93.9,0.679,7.55,224281931.62,207939501.49,42153.61,
Rio Negro,4122305,rio-negrense,ALESSANDRO CRISTIAN VON LINSINGEN,604.138,31324,51.85,31992,98.2,0.760,14.45,193621109.23,178822717.48,37477.75,
Rolândia,4122404,rolandense,AILTON APARECIDO MAÍSTRO,459.024,71670,156.14,74935,97.5,0.739,12.89,465056905.02,406866524.28,52447.59,
Roncador,4122503,roncadorense,MARILIA PEROTTA BENTO GONÇALVES,742.121,11251,15.16,11371,98.7,0.681,6.71,99770962.52,92112835.39,63312.92,
Rondon,4122602,rondonense,ROBERTO APARECIDO CORREDATO,555.125,9097,16.39,9240,97,0.713,-,65121772.52,58747124.55,36225.59,
Rosário do Ivaí,4122651,rosariense,ANIZIO CESAR LINO SILVA,377.572,5435,14.40,5491,96.8,0.662,35.71,48300659.54,40719475.17,28266.01,
Sabáudia,4122701,sabaudiense,EDSON HUGO MANUEIRA,190.329,8822,46.35,9320,98.6,0.740,42.37,75219473.12,72960262.01,101429.37,
Salgado Filho,4122800,salgadense,VOLMAR DUARTE,181.015,4075,22.51,4097,98.3,0.700,-,47541278.45,44736362.86,36692.89,
Salto do Itararé,4122909,saltense-do-itararé,CLAUDECI JOSÉ DE OLIVEIRA,200.520,5192,25.89,5267,98.5,0.704,-,46895475.25,39252732.91,21322.09,
Salto do Lontra,4123006,salto-lontrense,FERNANDO ALBERTO CADORE,312.717,15223,48.68,15636,96.5,0.718,6.33,110687130.94,92505001.07,35429.43,
Santa Amélia,4123105,ameliense,ANTONIO CARLOS TAMAIS,78.045,3394,43.49,3386,96.9,0.653,-,34610157.34,32713186.78,31442.18,
Santa Cecília do Pavão,4123204,pavonense,CLAUDIO COVRE,105.076,3365,32.02,3375,97.7,0.723,24.39,40207247.98,33289578.71,47193.99,
Santa Cruz de Monte Castelo,4123303,monte-castelense,WILLIAN CEZAR VIEGA,442.013,8613,19.49,8806,98.7,0.710,30.93,70713812.88,62460064.79,48684.56,
Santa Fé,4123402,santa-feense,EDSON PALOTTA NETTO,276.241,11378,41.19,11669,97.9,0.705,7.19,91858247.63,83987144.29,25928.17,
Santa Helena,4123501,santa-helenense,CLADEMAR JOAO MARASKIN,754.701,25492,33.78,26341,99.4,0.744,3.02,403809725.57,365866257.49,54197.49,
Santa Inês,4123600,santa-ineense,ADENILSON PACHECO,156.935,1748,11.14,1760,100,0.717,-,20798124.71,16035425.70,32841.43,
Santa Isabel do Ivaí,4123709,santa-isabelense,JOÃO CARLOS DA SILVA MENDES,349.497,8912,25.50,9059,100,0.720,12.5,71931415.3,63194268.67,29837.51,
Santa Izabel do Oeste,4123808,santa-izabelense,JEAN PIERR CATTO,321.182,14070,43.81,14385,97.1,0.696,6.13,106621927.74,95395457.49,31293.06,
Santa Lúcia,4123824,santaluciense,SILVANO TORTELLI,126.813,3644,28.74,3657,97.1,0.687,23.26,42692531.44,36754388.68,36922.32,
Santa Maria do Oeste,4123857,santa-mariense,OSCAR DELGADO,819.288,9934,11.87,9985,95.5,0.609,23.26,73247162.53,61772891.55,29026.17,
Santa Mariana,4123907,santa-marianense,JOSE MARCELO PIOVAN GUIMARAES,427.193,11066,25.90,11034,98.2,0.700,8.85,82812104.38,69528097.98,42791.96,
Santa Mônica,4123956,moniquense,LUAN GUSTAVO FRAZATTO,259.957,3356,12.91,3373,99.7,0.704,30.3,45476774.93,42853780.49,22463.39,
Santana do Itararé,4124004,santanense,ELCIO JOSÉ VIDAL,251.269,5514,21.94,5628,97.5,0.687,-,56627089.31,54205320.01,34909.63,
Santa Tereza do Oeste,4124020,santa-terezense,AMARILDO RIGOLIN,326.190,13174,40.39,13749,97.7,0.705,15.38,95634058.78,86612990.75,57894.02,
Santa Terezinha de Itaipu,4124053,itaipuense,ANTONIO LUIZ BENDO,268.258,24262,90.44,25055,99.6,0.738,19.23,192088836.41,170866924.98,28728.52,
Santo Antônio da Platina,4124103,platinense,GILSON DE JESUS ESTEVES,721.472,44369,61.50,45534,96.2,0.718,5.21,228591445.28,194971261.81,32377.92,
Santo Antônio do Caiuá,4124202,santo-antoniense,JOSÉ GABRIEL GONÇALVES FACHIANO,219.068,2493,11.38,2496,98,0.696,43.48,36279251.46,30950587.85,20707.25,
Santo Antônio do Paraíso,4124301,santo-antoniense,DEVANIR MARTINELLI,167.014,2125,12.72,2116,97.7,0.716,-,40519791.04,29196003.64,52081.94,
Santo Antônio do Sudoeste,4124400,santo-antoniense,RICARDO ANTONIO ORTINA,325.651,23673,72.69,24644,96.6,0.671,14.81,137369647.03,126097659.35,31852.54,
Santo Inácio,4124509,santo-inaciense,GENY VIOLATTO,280.133,6181,22.06,6397,99.3,0.739,11.9,62120929.59,52065578.16,98142.7,
São Carlos do Ivaí,4124608,são-carlense,PAULO FRANCISCO MARINHO DUTRA,225.079,6587,29.27,6712,98.2,0.682,34.88,60180822.52,55493107.03,56894.74,
São Jerônimo da Serra,4124707,jeronimense,VENICIUS DJALMA ROSA,823.774,10830,13.15,10913,96.2,0.637,24.69,76843342.02,67370860.74,29122.78,
São João,4124806,são-joanense,CLOVIS MATEUS CUCCOLOTTO,388.059,11886,30.63,12230,97.6,0.727,7.52,96026660.51,90798390.11,87991.12,
São João do Caiuá,4124905,caiuense,STEFAN TOMÉ PAUKA,304.413,5586,18.35,5620,95,0.664,-,48393264.19,42558899.19,26569.18,
São João do Ivaí,4125001,são-joanense,FÁBIO HIDEK MIURA,353.331,10667,30.19,10700,98.7,0.693,23.08,72805760.4,63620403.55,36497.91,
São João do Triunfo,4125100,triunfense,MARIO CEZAR DA SILVA,720.407,13726,19.05,13923,96.9,0.629,19.87,96925898.77,86276334.04,37735.83,
São Jorge d'Oeste,4125209,são-jorgense ou jorgense,GELSON COELHO DO ROSÁRIO,379.545,9378,24.71,9550,98.9,0.722,8.33,87956660.16,85532403.87,52566.77,
São Jorge do Ivaí,4125308,são-jorgense,AGNALDO CARVALHO GUIMARÃES,315.088,5168,16.40,5193,98.4,0.743,23.26,60805933.08,51003556,72507.92,
São Jorge do Patrocínio,4125357,patrocinense,RONALDO TINTI,406.413,6504,16.00,6659,97.2,0.676,14.08,79159883.84,62116628.61,26281.08,
São José da Boa Vista,4125407,boa-vistense,JOSE LAZARO FERRAZ,399.730,6040,15.11,6060,99.2,0.671,24.39,42084372.59,34801204.37,37579.8,
São José das Palmeiras,4125456,são-joseliense,FRANCO MARIA ALVES CABRAL,182.419,3957,21.69,4030,99.5,0.713,-,36324974.23,33497079.15,27502.48,
São José dos Pinhais,4125506,são-joseense,MARGARIDA MARIA SINGER,946.049,329628,348.28,345644,97.4,0.758,7.8,2343875840.4,2276966091.55,80717.4,
São Manoel do Paraná,4125555,são manoelense,VITOR HUGO RODRIGUES,95.381,2138,22.42,2173,97.8,0.725,90.91,41894977.96,38709210.57,28799.62,
São Mateus do Sul,4125605,são-mateuense,FERNANDA GARCIA SARDANHA,1341.714,42366,31.58,43413,97.6,0.719,9.86,312329259.59,296121363.99,32181.24,
São Miguel do Iguaçu,4125704,são-miguelense,BOAVENTURA MANOEL JOAO MOTTA,851.917,29122,34.18,30198,99,0.704,4.89,266676153.6,234534830.03,53082.67,
São Pedro do Iguaçu,4125753,São pedrense,JACIR DANELLI,308.324,5784,18.76,5769,97.3,0.683,12.35,55282258.41,51716440.2,43023.44,
São Pedro do Ivaí,4125803,ivaiense,RILDO BERNARDES DE CAMARGO,322.692,8690,26.93,8611,97.6,0.717,-,65109252.05,59958953.76,33318.9,
São Pedro do Paraná,4125902,são-pedrense,VANDERLEI CAETANO DE CASTRO,250.654,2661,10.62,2722,100,0.704,-,56105468.9,59112271.98,39882.77,
São Sebastião da Amoreira,4126009,amoreirense,EXILAINE GASPAR,226.872,8063,35.54,8100,99,0.715,11.36,53583017.01,53444023.07,33860.14,
São Tomé,4126108,são-tomeense,JOÃO PAULO TRAVASSOS RADDI,218.623,5232,23.93,5290,98.7,0.725,-,56535927.94,51329721.48,28293.49,
Sapopema,4126207,sapopemense,PAULO MAXIMIANO DE SOUZA JUNIOR,677.609,6695,9.88,6784,96.7,0.655,9.9,55902598.26,56483885.44,22942.31,
Sarandi,4126256,sarandiense,CARLOS ALBERTO DE PAULA JÚNIOR,103.501,118455,1144.48,125785,96.3,0.695,12.89,505417797.92,434716350.28,20962.06,
Saudade do Iguaçu,4126272,saudadense,ROGERIO GALLINA,152.084,6108,40.16,6342,99,0.699,40.54,75125377.11,74339265.11,140973.05,
Sengés,4126306,sengeano,GERSON NUNES DA SILVA,1443.237,17270,11.98,17344,97.7,0.663,11.72,142739525.14,142854744.31,34196.93,
Serranópolis do Iguaçu,4126355,serranopolitano,GILBERTO MARSARO,482.394,5007,10.38,5138,100,0.762,-,71789401.5,64587269.29,65324.84,
Sertaneja,4126405,sertanejano,SAMUEL CARLOS DO PRADO,444.492,5616,12.63,5667,99.6,0.725,34.48,69278011.93,64537741.15,80884.23,
Sertanópolis,4126504,sertanopolense,ANA RUTH SECCO MATTESCO,505.532,15930,31.51,16183,97.1,0.723,11.49,123626357.69,113592302.1,41980.09,
Siqueira Campos,4126603,siqueirense,LUIZ HENRIQUE GERMANO,278.035,22811,82.04,23712,97.5,0.704,6.15,148839661.02,124372266.81,32901.6,
Sulina,4126652,sulinense,GILBERTO JOÃO ROSSI,170.759,3440,20.15,3495,99.2,0.693,-,51873453.46,45813459.1,55046.1,
