Rio Grande do Sul | Todos os Municípios
Município [-],Código [-],Gentílico [-],Prefeito [2025],Área Territorial - km² [2024],População no último censo - pessoas [2022],Densidade demográfica - hab/km² [2022],População estimada - pessoas [2024],Escolarização <span>6 a 14 anos</span> - % [2010],IDHM <span>Índice de desenvolvimento humano municipal</span> [2010],Mortalidade infantil - óbitos por mil nascidos vivos [2023],Total de receitas brutas realizadas - R$ [2024],Total de despesas brutas empenhadas - R$ [2024],PIB per capita - R$ [2021],
Capão da Canoa,4304630,caponense,VALDOMIRO DE MATOS NOVASKI,98.383,63594,646.39,66012,95.2,0.743,5.88,558951488.46,486250848.27,35739.83,
Capão do Cipó,4304655,cipoense,ADAIR FRACARO CARDOSO,1007.796,3119,3.09,3186,98.9,0.672,-,52213224.73,43781055.68,172220.01,
Capão do Leão,4304663,leonense,VILMAR MOTTA SCHMITT,783.196,26487,33.82,27389,95.3,0.637,10.1,137347636.51,122961687.76,32600.83,
Capivari do Sul,4304671,capivariense,MARCO ANTONIO MONTEIRO CARDOSO,412.889,3991,9.67,4079,96.4,0.766,22.22,46675353.72,39552246.66,80707.69,
Capela de Santana,4304689,capelense,OZIEL CARLEBE RANGEL,182.756,11159,61.06,11416,98.3,0.661,24.79,78141683.36,69434338.19,24508.37,
Capitão,4304697,capitanense,MÁRCIO ANDRÉ DA COSTA,73.967,2921,39.49,2991,98.2,0.746,-,45560341.33,36493286.13,34432.45,
Carazinho,4304705,carazinhense,JOÃO PEDRO ALBUQUERQUE DE AZEVEDO,666.694,61804,92.70,63638,98,0.766,16.13,433853816.26,419772565.4,61635.35,
Caraá,4304713,caraense,BOLIVAR ANTONIO DE SOUZA RABELO GOMES,294.606,7394,25.10,7553,96.2,0.652,-,55275089.95,52461247.88,19660.45,
Carlos Barbosa,4304804,barbosense,EVERSON KIRCH,230.061,30420,132.23,31528,98.7,0.796,2.79,259159574.01,244823544.37,115232.73,
Carlos Gomes,4304853,carlos-gomense,HERMES ANTONIO PARIS,83.196,1368,16.45,1387,98.1,0.739,-,27482811.04,25503213.07,53087.07,
Casca,4304903,casquense,JURANDI NERI PERIN,272.041,9465,34.79,9689,99.1,0.785,-,72428456.98,69823249.84,79153.17,
Caseiros,4304952,caseirense,JOELICE BORTOLANZA CANALI,235.649,3000,12.72,3064,94.6,0.703,-,44365958.88,36525236.75,61708.82,
Catuípe,4305009,catuipano,PAULO ROBERTO DALLA CORTE,583.180,8674,14.87,8840,99.5,0.739,40,66153645.71,64334754.77,73932.28,
Caxias do Sul,4305108,caxiense,ADILO ANGELO DIDOMENICO,1652.320,463501,280.52,479256,96.3,0.782,6.91,3460321283.06,3353034691.05,60506.95,
Centenário,4305116,centenariense,GENOIR MARCOS FLOREK,134.780,2721,20.27,2779,99.4,0.701,-,35966268.57,30196387.64,42156.31,
Cerrito,4305124,cerritense,JOSÉ FLAVIO VIEIRA DE VIEIRA,451.699,5808,12.86,5915,97.5,0.649,52.63,47766940.93,42603353.42,26865.43,
Cerro Branco,4305132,cerro-branquense,BRUNO LUCIANO RADTKE,158.025,3802,24.06,3865,98.7,0.661,-,46085929,40513623.45,19101.32,
Cerro Grande,4305157,cerro-grandense,ALVARO DECARLI,73.438,2379,32.39,2429,97.7,0.674,34.48,37775845.93,32521334.25,32687.84,
Cerro Grande do Sul,4305173,sul-cerro-grandense,VILMAR WOLFLE SCHWALM,324.908,9178,28.25,9343,94.9,0.660,-,64152710.01,60645428.01,16152.52,
Cerro Largo,4305207,cerro-larguense,PROTÁSIO PEDRO BUTZEN,176.742,13705,77.59,14009,98.2,0.764,13.42,98959440.42,97706729.69,55941.51,
Chapada,4305306,chapadense,GELSON MIGUEL SCHERER,684.247,9540,13.94,9748,98.9,0.757,-,84356394.84,73270011.2,80536.95,
Charqueadas,4305355,charqueadense,RICARDO MACHADO VARGAS,217.362,35012,161.08,36109,99.5,0.747,13.07,218110675.94,206701458.08,41649.07,
Charrua,4305371,charruense,GERSO JOSÉ RONCAGLIO,198.748,2768,13.93,2807,89.6,0.620,41.67,34499269.56,32795286.14,46267.26,
Chiapetta,4305405,chiapetense,OSMAR KUHN,397.179,3913,9.85,3992,97.5,0.732,-,44687191.7,38549464.17,105546.96,
Chuí,4305439,chuiense,CARLOS HENRIQUE DA SILVA SEGOVIA,202.387,6262,30.94,6405,97.7,0.706,30.3,45914991.58,40342647.34,54200.93,
Chuvisca,4305447,chuvisquense,MARCIO SIDINEI KONFLANZ,220.471,4597,20.85,4686,97,0.616,-,38127667.45,29866294.55,23511.99,
Cidreira,4305454,cidreirense,GILBERTO DA COSTA SILVA,243.419,17071,70.13,17538,99.1,0.729,30.3,140770604.81,124002287.44,21427.39,
Ciríaco,4305504,ciriaquense,ODACIR BOAVENTURA MANHABOSCO DE MELLO,274.350,4149,15.12,4215,95.4,0.719,-,41671770.87,36661292.14,56330.74,
Colinas,4305587,colinense,MARCELO SCHROER,60.732,2423,39.90,2474,99,0.765,-,45837783.02,39602905.8,35364.42,
Colorado,4305603,coloradense,RODRIGO SARTORI,286.295,3258,11.38,3319,99.2,0.758,29.41,52768037.11,44559731.77,109506.71,
Condor,4305702,condorense,RÔMULO TEIXEIRA CARVALHO,463.568,6406,13.82,6539,98.3,0.747,11.76,73661635.29,65379784.85,92330.04,
Constantina,4305801,constantinense,CRISTIAN RIBOLI BRATZ,203.614,10385,51.00,10623,96.1,0.754,8.13,78529671.6,71504707.37,43658.25,
Coqueiro Baixo,4305835,coqueirense,LUCIANO ANDRE ONGARATTO,112.638,1290,11.45,1311,100,0.692,-,35582196.37,31261464.83,35008.88,
Coqueiros do Sul,4305850,coqueirense,RAFAEL KOCHENBORGER,277.147,2211,7.98,2251,98.8,0.746,-,41423443.92,32977449.86,83874.61,
Coronel Barros,4305871,coronel-barrense,BRÁULIO SCHERER,163.716,2822,17.24,2892,98.6,0.744,-,44971154.64,38675239.44,89696.56,
Coronel Bicaco,4305900,bicaquense,ARLEU VALADAR MACHADO,492.303,6144,12.48,6230,97.2,0.665,24.39,63028176.67,57849825.44,71419.97,
Coronel Pilar,4305934,coronel pilarense,IVAN BATISTA AGATTI,105.668,1607,15.21,1638,100,0.727,-,34309141.86,27398949.48,30623.65,
Cotiporã,4305959,cotiporanense,JOSÉ CARLOS BREDA,173.207,3846,22.20,3926,99.5,0.741,25.64,52812359.78,46355126.83,43914.1,
Coxilha,4305975,coxilhense,JOÃO EDUARDO OLIVEIRA MANICA,422.101,2667,6.32,2719,98,0.706,-,50883783.09,39259216.65,154691.89,
Crissiumal,4306007,crissiumalense,MARCO AURELIO NEDEL,362.194,12886,35.58,13127,98.8,0.712,8.06,93142000.92,79505782.13,38358.26,
Cristal,4306056,cristalense,MARCELO LUIS KROLOW,679.742,7299,10.70,7454,98,0.644,-,62770021.91,54304102.43,38037.96,
Cristal do Sul,4306072,cristalense,ALEXANDRE COSTA,97.073,2692,27.73,2746,97.8,0.660,31.25,36087206.18,31274016.62,33359.29,
Cruz Alta,4306106,cruzaltense,PAULA RUBIN FACCO LIBRELOTTO,1360.548,58913,43.30,60486,97.2,0.750,14.82,383963757.29,322058332.12,77389.3,
Cruzaltense,4306130,cruzaltino,ANDRÉ GAZZONI,166.883,1635,9.80,1655,100,0.719,-,39585299.3,42175434.47,82018.89,
Cruzeiro do Sul,4306205,cruzeirense,CESAR LEANDRO MARMITT,155.482,11600,74.81,12571,97,0.723,-,109950829.9,96734432.5,42787.38,
David Canabarro,4306304,canabarrense,LAURO ANTONIO BENEDETTI,174.172,4321,24.73,4403,98.6,0.762,27.03,39120853.14,34858518.27,48470.51,
Derrubadas,4306320,derrubadense,MIRO MULBEIER,360.851,2751,7.62,2797,100,0.707,37.04,38743723.37,35759627.14,54601.48,
Dezesseis de Novembro,4306353,dezesseis-novembrense,JOHNNI RAMAO LOMBALDO BOCACIO,216.341,2507,11.53,2544,98.8,0.654,-,32696435.74,28030329.82,24527.63,
Dilermando de Aguiar,4306379,dilermandense,JORGE ALBERTO PEREIRA SAIDELLES,600.518,2806,4.67,2859,94.1,0.648,-,43758370.24,39547158.48,89569.01,
Dois Irmãos,4306403,dois-irmãosense,JERRI ADRIANI MENEGHETTI,67.509,30709,464.49,31769,98.5,0.743,17.29,241045162.17,216738374.44,65238.03,
Dois Irmãos das Missões,4306429,dois-irmãozense,MAURO PROCÓPIO FORTES DE QUADROS,226.072,2090,9.24,2133,96,0.670,-,36299716.61,33858530.72,99996.91,
Dois Lajeados,4306452,dois-lajeense,FABIANA GIACOMIN,133.535,3097,23.19,3158,99.1,0.757,31.25,43666977.15,42853004.23,50616.02,
Dom Feliciano,4306502,donfelicianense,TIAGO ANDRE SZORTYKA,1355.195,13051,9.63,13291,94,0.587,6.76,80389846.44,73633151.29,22940.15,
Dom Pedro de Alcântara,4306551,dom-pedro-alcantarense,ALEXANDRE MODEL EVALDT,78.216,2562,32.75,2617,97.4,0.691,-,37853358.89,33201375.98,26005.05,
Dom Pedrito,4306601,pedritense,DIEGO DA ROSA CRUZ,5194.051,36981,7.12,38094,97.5,0.708,17.14,265530930.41,230430863.36,57844.71,
Dona Francisca,4306700,francisquense,SAUL ANTONIO DAL FORNO RECK,114.149,3079,26.97,3136,97.6,0.697,37.04,36816411.84,32341185.97,36036.35,
Doutor Maurício Cardoso,4306734,mauriciense,LAURI JOSÉ ELY,255.731,4470,17.48,4542,97.3,0.706,-,53086120.57,53330529.36,59542.4,
Doutor Ricardo,4306759,ricardense,ALVARO JOSÉ GIACOBBO,107.960,1888,17.49,1925,99.2,0.724,-,34519191.71,30598503.56,40106.77,
Eldorado do Sul,4306767,eldoradense,JULIANA DIAS FAGUNDES CARVALHO,509.632,39559,77.63,40954,97.2,0.717,13.22,347988543.9,310834031.23,49900.17,
Encantado,4306809,encantadense,JONAS CALVI,140.006,22962,164.01,23494,99.5,0.767,8.1,207069898.58,193131396.65,50694.44,
Encruzilhada do Sul,4306908,encruzilhadense,BENITO FONSECA PASCHOAL,3347.861,23819,7.11,24280,96.1,0.657,26.72,182770132.81,168569024.89,41512.46,
Engenho Velho,4306924,engenho-velhense,PAULO ANDRE DAL ALBA,71.191,1296,18.20,1317,97.3,0.717,-,34375515.2,29435336.06,78554.93,
Entre-Ijuís,4306932,entre-ijuiense,BRASIL ANTONIO SARTORI,553.915,9158,16.56,9364,99.2,0.680,10.42,67168646.41,68087854.16,82344.41,
Entre Rios do Sul,4306957,entre-rio-sulense,IRSON MILANI,119.912,2685,22.39,2731,98.2,0.703,-,39440738.3,36162547.47,76180.58,
Erebango,4306973,erebanguense,VALMOR JOSÉ TOMELERO,152.793,3054,19.99,3121,99.1,0.712,-,41449530.02,36117922.78,60603.72,
Erechim,4307005,erechinense,PAULO ALFREDO POLIS,429.164,105705,246.30,109497,97.9,0.776,9.29,615934175.84,529023433.29,64103,
Ernestina,4307054,ernestinense,ODIR JOAO BOEHM,238.558,3034,12.72,3097,100,0.716,-,40698437.68,36357100.38,83742.62,
Herval,4307104,hervalense,CELSO VIEIRA SILVEIRA,1759.717,6191,3.52,6307,97.3,0.687,-,55420104.64,52705063.4,37256.6,
Erval Grande,4307203,erval-grandense,SUZINEI SCHNEIDER,285.677,4930,17.26,5029,99.3,0.681,-,49461467.87,44827884.53,31565.21,
Erval Seco,4307302,erval-sequense,EDERSON WINK,357.181,6787,19.00,6902,99.1,0.685,-,50696714.71,44952583.71,52854.5,
Esmeralda,4307401,esmeraldense,AILTON DE SÁ ROSA,829.587,3195,3.85,3264,98.7,0.680,24.39,44361233.73,38295939.46,119373.62,
Esperança do Sul,4307450,esperançulense,ADEMIR VILLERS DA CRUZ,148.909,3226,21.66,3294,98,0.661,-,38207135.01,31844769.09,41015.55,
Espumoso,4307500,espumosense,GERSON LOPES RODRIGUES MACHADO,783.642,15173,19.36,15478,98.2,0.765,5.38,115345027.95,110680533.69,71380.17,
Estação,4307559,estacionense,GEVERSON ZIMMERMANN,99.757,5582,55.96,5688,96.6,0.753,-,56930224.94,52142413.17,59200.96,
Estância Velha,4307609,estanciense,DIEGO WILLIAN FRANCISCO,51.779,47924,925.55,49440,98.6,0.757,12.4,317252238.03,291194691.03,36564.93,
Esteio,4307708,esteiense,FELIPE COSTELLA,27.676,76137,2751.01,78181,97.6,0.754,1.24,569249992.05,503927358.41,44988.45,
Estrela,4307807,estrelense,CARINE ISABEL SCHWINGEL,185.032,32183,173.94,33243,98.7,0.767,7.65,321129825.63,294192571.29,62633.5,
Estrela Velha,4307815,estrelavelhense,ALEXANDER CASTILHOS,281.613,3070,10.90,3120,100,0.679,-,49509421.46,37611184.65,54145.31,
Eugênio de Castro,4307831,eugenio-castrense,JOSE FERNANDO DE LIMA MACHADO,417.821,2633,6.30,2685,99.2,0.712,-,40758248.15,38465787.92,175516.28,
Fagundes Varela,4307864,fagundense,NELTON CARLOS CONTE,134.295,2566,19.11,2620,98.8,0.763,-,42130767.35,34776397.85,71970.31,
Farroupilha,4307906,farroupilhense,JONAS TOMAZINI,361.341,70286,194.51,72477,98.5,0.777,8.15,556414482.58,528870510.7,59633.5,
Faxinal do Soturno,4308003,soturnense,LOURENÇO DOMINGOS MORO,169.514,6702,39.54,6846,99.1,0.720,-,55668646.07,51157881.65,40611.12,
Faxinalzinho,4308052,faxinalzinhense,JAMES AYRES TORRES,143.321,2520,17.58,2572,96.4,0.666,-,35468438.43,30621418.83,45729.43,
Fazenda Vilanova,4308078,vilanovense,AMARILDO LUIS DA SILVA,84.794,4291,50.60,4399,97,0.698,23.26,47394831.89,38276509.06,30090.25,
Feliz,4308102,felizense,CLÓVIS FREIBERGER JUNIOR,94.659,13764,145.14,13979,98.9,0.750,6.99,138894170.2,128642045.97,42930.67,
Flores da Cunha,4308201,florense,CESAR ULIAN,276.241,30892,111.83,31973,97.4,0.754,11.59,250852981.71,228556835.1,80956.1,
Floriano Peixoto,4308250,florianense,JAIR ANTONIO OSTROWSKI,168.521,1668,9.90,1694,99.2,0.663,-,31958135.57,26354414.48,60303.24,
Fontoura Xavier,4308300,fontourense,LUIZ ARMANDO TAFFAREL,583.239,9550,16.37,9721,96.1,0.661,-,71770682.2,64125860.54,22342.41,
Formigueiro,4308409,formigueirense,CRISTIANO CEZAR CASSOL RUBERT,578.875,6413,11.08,6533,95.6,0.682,-,50780419.54,45140577.57,46095.12,
Forquetinha,4308433,forquetinhense,VIANEI ANDRE NOLL,93.278,2393,25.66,2441,95.1,0.683,50,40008172.92,31336709.72,24671.04,
Fortaleza dos Valos,4308458,fortalezense,PAULO CEZAR MARANGON,650.512,4477,6.88,4569,99.7,0.756,-,64050353.81,54788086.08,132824.77,
Frederico Westphalen,4308508,westphalense,ORLANDO GIRARDI,264.876,32627,123.04,33684,97.9,0.760,16.2,197516561.97,173524969.19,45165.14,
Garibaldi,4308607,garibaldense,SERGIO CHESINI,168.492,34335,203.78,35522,95.6,0.786,7.63,308863529.55,306567857.26,83756.02,
Garruchos,4308656,garruchense,ROLAND SCHATZ,803.970,2688,3.34,2729,98.3,0.671,-,41156392.98,37143929.1,70489.57,
Gaurama,4308706,gauramense,ELIEZER VAGNER ZANATTA,204.428,5665,27.71,5780,99.2,0.738,20.83,46500808.02,39573891.76,51913.23,
General Câmara,4308805,camarense,MARCIO PEREIRA BRANDÃO,510.010,7612,14.93,7751,97.3,0.686,32.79,50535537.13,44103226.6,33142.16,
Gentil,4308854,gentilense,ADELAR JOSÉ SILVESTRI,184.715,1744,9.44,1783,98,0.733,-,35140287.55,32962597.7,117756.19,
Getúlio Vargas,4308904,getuliense,PEDRO PAULO PREZZOTTO,287.466,16602,57.75,16950,98.5,0.746,5.78,113468355.98,103635401.26,49118.74,
Giruá,4309001,giruaense,DARI PAULO PRESTES TABORDA,855.560,16013,18.68,16282,98.2,0.721,12.27,135635399.73,136116112.52,76479.16,
Glorinha,4309050,glorinhense,CARLOS LEONARDO VARGAS CARVALHO,323.955,7658,23.64,7842,98.8,0.714,-,61471667.9,56502613.58,55622,
Gramado,4309100,gramadense,NESTOR TISSOT,239.341,40134,167.69,41621,96.9,0.764,9.17,510886100.27,519621435.94,72103.34,
Gramado dos Loureiros,4309126,loureirense,ARTUR CEREZA,131.396,2014,15.33,2049,99.5,0.685,-,34733560.02,28708181.3,46453.26,
Gramado Xavier,4309159,gramado-xavierense,JOSE MARCELO LAUFER,216.790,3304,15.19,3356,98.5,0.634,24.39,35696197.75,31989294.51,25007.13,
Gravataí,4309209,gravataiense,LUIZ ARIANO ZAFFALON,468.288,265074,566.05,275294,95.7,0.736,7.77,1368453262.94,1329472096.74,35934.57,
Guabiju,4309258,guabijuense,NERI ROSA DA SILVA,146.925,1417,9.64,1442,100,0.758,111.11,30883643.32,25752132.42,89842.5,
Guaíba,4309308,guaibense,MARCELO SOARES REINALDO,377.664,92924,247.03,95956,97.3,0.730,8.8,726878584.04,654290154.01,84254.24,
Guaporé,4309407,guaporense,ODAIR ANDRE ROSSETTO,297.545,25268,84.92,26138,98.5,0.765,13.16,208080752.49,197610746.41,43858.55,
Guarani das Missões,4309506,guaraniense,LEANDRO INACIO WASTOWSKI,289.516,7415,25.51,7553,97.8,0.737,-,55987125.15,57109663.1,49049.53,
Harmonia,4309555,harmoniense,ERNANI JOSÉ FORNECK,48.540,5378,110.76,5524,100,0.749,-,64758364.1,50563023.94,49425.43,
Herveiras,4309571,herveirense,NAZARIO RUBI KUENTZER,117.981,2565,21.69,2608,93.7,0.616,-,31284767.26,26902544.41,23564.77,
Horizontina,4309605,horizontinense,JONES JEHN DA CUNHA,229.694,18851,82.07,19246,97.6,0.783,20.41,237585131.37,198823522.25,134124.88,
Hulha Negra,4309654,hulha-negrense,FERNANDO CAMPANI,822.608,5976,7.26,6102,96,0.643,-,47611909.53,44426399.44,45617.4,
Humaitá,4309704,humaitaense,LUIZ CARLOS SANDRI,135.010,4681,34.67,4774,99,0.738,-,53634512.07,48325159.13,48651.94,
Ibarama,4309753,ibaramense,VALMOR NERI MATTANA,195.426,3732,19.10,3793,97.7,0.652,30.3,40898664.75,32957509.74,25546.56,
Ibiaçá,4309803,ibiaçaense,JONES ROBERTO CECCHIN,348.778,4527,12.98,4618,97.6,0.739,-,50463699.61,45511256.45,78314.21,
Ibiraiaras,4309902,ibiraiarense,JOEL ISIDORO CRISTIANETTI,280.816,6776,23.19,6830,97.5,0.724,28.99,64270694.52,60167289.36,55000.81,
Ibirapuitã,4309951,ibirapuitanense,ROSEMAR HENTGES,307.164,3723,12.12,3793,95.4,0.638,73.17,40434174.95,39244145.69,53540.94,
Ibirubá,4310009,ibirubense,JAQUELINE BRIGNONI WINSCH,607.185,21583,35.55,22082,99,0.765,7.66,169291184.75,148960251.93,84109.24,
Igrejinha,4310108,igrejinhense,LEANDRO MARCIANO HORLLE,138.116,32808,237.22,34763,97.3,0.721,11.16,258365639.84,221647536.39,50031.27,
Ijuí,4310207,ijuiense,ANDREI COSSETIN SCZMANSKI,688.982,84780,123.05,87775,98.9,0.781,2.85,673398181.8,709448477.18,61760.07,
Ilópolis,4310306,ilopolitano,FERNANDO DAPONT,123.602,4157,33.63,4245,95.7,0.730,-,44578333.59,38576558.19,34674.18,
Imbé,4310330,Imbeense,LUIS HENRIQUE VEDOVATO,39.766,26824,674.55,27931,96.8,0.764,14.98,234532324.4,219514730.71,26424.42,
Imigrante,4310363,imigrantense,GERMANO STEVENS,71.718,3080,42.95,3148,95.1,0.743,-,61927284.4,50249767.81,167318.28,
Independência,4310405,independenciense,EDUARDO MAAHS MARASCA,358.284,6427,17.94,6558,98.9,0.693,-,58748623.8,53952817.52,81626.01,
Inhacorá,4310413,inhacorense,EMERSON CAVALI DE VARGAS,113.749,2014,17.71,2049,98.8,0.673,-,33029059.35,28475093.9,50093.22,
Ipê,4310439,ipeense,JOSÉ MÁRIO GRAZZIOTIN,599.032,5399,9.01,5496,98.6,0.728,15.63,57093546.58,51820131.46,44326.21,
Ipiranga do Sul,4310462,ipiranguense,MARCO ANTONIO SANA,158.710,1720,10.84,1750,100,0.791,-,34697016.04,28159134.88,94937.47,
Iraí,4310504,iraiense,VOLMIR JOSÉ BIELSKI,181.850,7482,41.21,7624,98.4,0.691,-,45620491.25,41198590.51,36118.47,
Itaara,4310538,itaarense,SANDRO ROBERTO GALARÇA FERIGOLLO,172.801,5572,32.25,5706,99.1,0.760,-,54302532.02,38744270.82,51436.88,
Itacurubi,4310553,itacurubiense,GELSO DOS SANTOS SOARES,1120.249,2995,2.67,3042,96.3,0.657,-,43931146.73,37528321.61,71263.11,
Itapuca,4310579,itapuquense,DELAVIR SCORSATTO,184.673,1937,10.49,1967,97.5,0.664,-,33168927.22,30347980.58,46261.07,
Itaqui,4310603,itaquiense,LEONARDO DICSON SANCHEZ BETIN,3405.999,35768,10.50,36830,98.7,0.713,2.49,241349204.05,224463257.19,58531.72,
Itati,4310652,itatiense,MADALENA TRISCH RAPACK,205.060,2638,12.86,2695,97.7,0.669,-,36763271.05,34814544.66,36490.36,
Itatiba do Sul,4310702,itatibense,VALDEMAR CIBULSKI,212.669,3208,15.08,3249,99.2,0.681,47.62,43208492.87,38752192.2,25996.27,
Ivorá,4310751,ivorense,JOSEMAR ZORZI OSMARI,122.930,1929,15.69,1964,97.1,0.724,-,33748009.78,26129612.73,38786.64,
Ivoti,4310801,ivotiense,VALDIR JOSÉ LUDWIG,63.092,22983,364.28,23533,100,0.784,11.19,180280188.7,165807044.79,47087.23,
Jaboticaba,4310850,jaboticabense,EDVALDO ROSA RIBEIRO,127.589,3779,29.62,3850,98.1,0.658,23.81,34087634.55,31322856.3,36578.03,
Jacuizinho,4310876,jacuizinhense,DINIZ JOSE FERNANDES,339.399,2040,6.01,2070,98.1,0.662,-,41800114.86,32322950.84,82423.05,
Jacutinga,4310900,jacutinguense,ADEMIR MARCIO SAKREZENSKI,178.009,3338,18.75,3401,97.4,0.726,-,46510849.95,45837786.36,65770.01,
Jaguarão,4311007,jaguarense,ROGERIO LEMOS CRUZ,2051.845,26603,12.97,27406,97.1,0.707,3.15,177692232.47,145370056.8,40239.75,
Jaguari,4311106,jaguariense,IGOR ROSA TAMBARA,675.108,10579,15.67,10779,97,0.712,13.16,73541191.94,69286924.04,35381.69,
Jaquirana,4311122,jaquiranense,MARIA ISABEL RAUBER TURELLA,908.879,3690,4.06,3755,96.1,0.614,-,54677064.33,54742820.52,26042.85,
Jari,4311130,jariense,OSNEI DOS SANTOS AZEREDO,853.080,3349,3.93,3414,96,0.631,-,43410691.74,33751719.45,135082.01,
Jóia,4311155,joiense,DIONEI DE MATOS LEWANDOWSKI,1238.709,7184,5.80,7305,96.6,0.686,9.17,76724160.25,72438949.72,113803.19,
Júlio de Castilhos,4311205,castilhense,BERNARDO QUATRIN DALLA CORTE,1929.544,18226,9.45,18557,97.3,0.716,9.95,150640526.65,133904268.86,100483.88,
Lagoa Bonita do Sul,4311239,lagobonitense,LUIZ FRANCISCO FAGUNDES,109.758,2251,20.51,2287,97.9,0.670,95.24,30327261.96,24205620.04,23448.31,
Lagoão,4311254,lagonense,NELIO FORNARI,387.453,5341,13.78,5429,97,0.643,18.52,44733199.68,43312584.95,23912.37,
Lagoa dos Três Cantos,4311270,três-cantense,SERGIO ANTONIO LASCH,138.602,1738,12.54,1779,100,0.789,-,37652381.43,32640249.59,97967.03,
Lagoa Vermelha,4311304,lagoense,ELOIR JORGE MORONA,1272.725,27659,21.95,28617,97.5,0.738,2.89,178698602.92,170333695.15,54534.96,
Lajeado,4311403,lajeadense,GLÁUCIA SCHUMACHER,90.801,93646,1026.47,96651,98,0.778,6.96,740133999,679355331.98,65067.95,
Lajeado do Bugre,4311429,lajeado-bugrense,RONALDO MACHADO DA SILVA,67.947,2601,38.28,2660,96.8,0.613,-,31414267.79,27428679.78,29145.22,
Lavras do Sul,4311502,lavrense,RENAN LEAL DELABARY,2600.969,7157,2.75,7294,98.5,0.699,-,73681965.53,68221061.54,67155.99,
Liberato Salzano,4311601,salzanense,GILSON DE CARLI,245.627,4781,19.46,4854,98.9,0.685,15.87,43554824.71,38512449.45,33898.65,
Lindolfo Collor,4311627,lindolfo-collorense,GASPAR BEHNE,33.351,6248,187.34,6409,97.1,0.712,-,54700505.29,44848769.11,59074.46,
Linha Nova,4311643,linha-novense,GUIOMAR RAUL WINGERT,63.502,1683,26.50,1720,100,0.749,-,28499694.25,25859001.28,38038.69,
Machadinho,4311700,machadinhense,SIDINEI LOPES DE LIMA,335.344,5735,17.11,5864,98.5,0.692,-,55469012.36,49648594.11,50419.98,
Maçambará,4311718,maçambarense,JOSÉ MARIO DOS SANTOS,1682.676,4425,2.63,4487,99.3,0.684,-,51423130.36,49880045.58,128231.01,
Mampituba,4311734,mampitubense,GILBERTO LOPES ROLDÃO,156.653,3131,19.99,3201,96.6,0.649,-,36939792.41,29850471.75,23680.66,
Manoel Viana,4311759,vianense,ANTONIO FLAVIO FERNANDES BUSNELO,1365.086,6801,4.89,6917,99.2,0.655,-,59019843.09,58757444.18,74773.78,
Maquiné,4311775,maquinense,LUCIANO DE ALMEIDA ALVES,613.580,7418,12.09,7588,94.6,0.682,11.76,68871388.56,65676514.14,28232.21,
Maratá,4311791,marataense,GISELE ADRIANA SCHNEIDER,82.063,2470,30.10,2521,99,0.697,-,46589013.53,38627375,29788.54,
Marau,4311809,marauense,NAURA BORDIGNON,649.770,45124,69.45,46656,94.5,0.774,1.83,278499798.13,269953887.81,67219.06,
Marcelino Ramos,4311908,marcelinense,VANNEI MAFISSONI,229.551,4320,18.80,4389,98.2,0.724,-,47999419.2,42780784.31,39590.38,
Mariana Pimentel,4311981,marianense,JOEL GHISIO,338.450,3916,11.57,4003,97.7,0.701,-,36663446.33,32568358.75,26848.63,
Mariano Moro,4312005,marianense,VALDECIR MARIANO PINTO,98.727,1858,18.82,1888,98.1,0.730,-,35907497.25,34625112.03,36681.94,
Marques de Souza,4312054,marques-souzense,FÁBIO ALEX MERTZ,125.714,3969,31.57,4050,100,0.687,-,60126981.19,48690281.77,31181.68,
Mata,4312104,matense,SANDRO SAVEGNAGO,316.121,4698,14.86,4786,97.9,0.656,-,41035781.56,36594485.2,35505.31,
Mato Castelhano,4312138,mato-castelhanense,ROGÉRIO AZEREDO FRANÇA,238.268,2553,10.71,2610,100,0.727,31.25,35955853.2,31720341.02,66163.47,
Mato Leitão,4312153,mato-leitoense,ARLY STÖHR,46.799,4859,103.83,4990,100,0.746,-,52960294.89,47067206.78,39017.82,
Mato Queimado,4312179,matoqueimadense,MAURO JOSÉ HARTMANN,114.653,1795,15.66,1833,99.2,0.717,47.62,30059872,26072626.63,54901.02,
Maximiliano de Almeida,4312203,almeidense,ANDRÉ FERNANDO ZUCUNELLI,208.955,4191,20.11,4258,99.1,0.699,-,40120514.92,36813508.49,37875.46,
Minas do Leão,4312252,leonense,SILVIA MARIA LASEK NUNES,424.339,7505,17.69,7661,97.9,0.681,-,61746327.35,51948116.26,34338.93,
Miraguaí,4312302,miraguaiense,LEONIR HARTK,131.236,4427,33.73,4506,99.1,0.725,12.5,43095460.22,40789895.84,38862.02,
Montauri,4312351,montauriense,NELCIR STEFENON,82.230,1499,18.23,1530,100,0.764,-,30963536.48,30855329.2,68627.31,
Monte Alegre dos Campos,4312377,montealegrense,ONILTON JOÃO CAPELINI,549.455,3180,5.79,3250,98.7,0.650,51.28,39189202.7,35614596.48,33898.25,
Monte Belo do Sul,4312385,monte-belense,JORGE BENVENUTTI,69.726,2557,36.67,2609,98.7,0.752,-,35967760.38,34018416.17,37563.3,
Montenegro,4312401,montenegrino,GUSTAVO ZANATTA,425.023,64322,151.34,66295,97.4,0.755,3.68,496939028.74,460840752.69,86949.68,
